CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
"&DINE LTD","12713508","","","UNIT 1 THE SIDINGS","VICTORIA AVENUE IND ESTATE","SWANAGE","DORSET","UNITED KINGDOM","BH19 1AU","Private Limited Company","Active","United Kingdom","","02/07/2020","31","7","30/04/2023","31/07/2021","UNAUDITED ABRIDGED","30/07/2021","","0","0","0","0","56290 - Other food services","","","","0","0","http://business.data.gov.uk/id/company/12713508","11/02/2022","CSB DELIVERS LTD","","","","","","","","","","","","","","","","","","","20/07/2022","06/07/2021"
"&E TECH LTD","13773470","","","61A MATTISON ROAD","","LONDON","","UNITED KINGDOM","N4 1BG","Private Limited Company","Active","United Kingdom","","30/11/2021","30","11","31/08/2023","","NO ACCOUNTS FILED","28/12/2022","","0","0","0","0","62012 - Business and domestic software development","","","","0","0","http://business.data.gov.uk/id/company/13773470","","","","","","","","","","","","","","","","","","","","","13/12/2022",""
"&EARTH LTD","09996763","","","PO BOX","1233","BRADFORD","","ENGLAND","BD1 9YA","Private Limited Company","Active","United Kingdom","","10/02/2016","31","1","31/10/2022","31/01/2021","MICRO ENTITY","10/03/2017","","0","0","0","0","47910 - Retail sale via mail order houses or via Internet","","","","0","0","http://business.data.gov.uk/id/company/09996763","","","","","","","","","","","","","","","","","","","","","23/02/2023","09/02/2022"
"&ENVIRONMENT LIMITED","09530554","","","DEERWOOD HOUSE","DAVID AVENUE","PONTESBURY","SHROPSHIRE","UNITED KINGDOM","SY5 0QB","Private Limited Company","Active","United Kingdom","","08/04/2015","30","4","31/01/2023","30/04/2021","TOTAL EXEMPTION FULL","06/05/2017","08/04/2016","0","0","0","0","74909 - Other professional, scientific and technical activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/09530554","","","","","","","","","","","","","","","","","","","","","22/04/2023","08/04/2022"
"&ETHICAL LTD","12442437","","","6 MAPLE GROVE BUSINESS CENTRE","LAWRENCE ROAD","HOUNSLOW","MIDDLESEX","UNITED KINGDOM","TW4 6DR","Private Limited Company","Active","United Kingdom","","04/02/2020","29","2","30/11/2022","28/02/2021","DORMANT","04/03/2021","","0","0","0","0","82990 - Other business support service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/12442437","","","","","","","","","","","","","","","","","","","","","17/02/2023","03/02/2022"
"&FRIENDS GLOBAL LTD","13834625","","","MONOMETER HOUSE","RECTORY GROVE","LEIGH-ON-SEA","","ENGLAND","SS9 2HL","Private Limited Company","Active","United Kingdom","","07/01/2022","31","1","07/10/2023","","NO ACCOUNTS FILED","04/02/2023","","0","0","0","0","59111 - Motion picture production activities","","","","0","0","http://business.data.gov.uk/id/company/13834625","","","","","","","","","","","","","","","","","","","","","31/01/2023","17/01/2022"
"&FRIENDS PAYROLL UK LTD","13873404","","","MONOMETER HOUSE","RECTORY GROVE","LEIGH-ON-SEA","","UNITED KINGDOM","SS9 2HL","Private Limited Company","Active","United Kingdom","","26/01/2022","31","1","26/10/2023","","NO ACCOUNTS FILED","23/02/2023","","0","0","0","0","78109 - Other activities of employment placement agencies","","","","0","0","http://business.data.gov.uk/id/company/13873404","","","","","","","","","","","","","","","","","","","","","08/02/2023",""
"&GREEN LTD","13102798","","","134 STRATHDON DRIVE","","LONDON","","ENGLAND","SW17 0PP","Private Limited Company","Active - Proposal to Strike off","United Kingdom","","30/12/2020","31","12","30/09/2022","","NO ACCOUNTS FILED","27/01/2022","","0","0","0","0","74100 - specialised design activities","","","","0","0","http://business.data.gov.uk/id/company/13102798","","","","","","","","","","","","","","","","","","","","","12/01/2022",""
"&HARLOW LIMITED","13082443","","","55 CRINGLE DRIVE","","CHEADLE","","ENGLAND","SK8 1JH","Private Limited Company","Active","United Kingdom","","15/12/2020","31","12","15/09/2022","","NO ACCOUNTS FILED","12/01/2022","","0","0","0","0","47910 - Retail sale via mail order houses or via Internet","","","","0","0","http://business.data.gov.uk/id/company/13082443","","","","","","","","","","","","","","","","","","","","","28/12/2022","14/12/2021"
"&HER MEDIA GROUP LTD","12628811","","","20-22 WENLOCK ROAD","","LONDON","","ENGLAND","N1 7GU","Private Limited Company","Active - Proposal to Strike off","United Kingdom","","28/05/2020","31","5","28/02/2022","","NO ACCOUNTS FILED","25/06/2021","","0","0","0","0","70210 - Public relations and communications activities","73120 - Media representation services","","","0","0","http://business.data.gov.uk/id/company/12628811","","","","","","","","","","","","","","","","","","","","","10/06/2022","27/05/2021"
"&HYPE LIMITED","10899892","","","FORESTERS HALL","25-27 WESTOW STREET","LONDON","","ENGLAND","SE19 3RY","Private Limited Company","Active","United Kingdom","","04/08/2017","31","12","30/09/2022","31/12/2020","MICRO ENTITY","01/09/2018","","0","0","0","0","73200 - Market research and public opinion polling","","","","0","0","http://business.data.gov.uk/id/company/10899892","","","","","","","","","","","","","","","","","","","","","17/08/2022","03/08/2021"
"&I TECHNOLOGIES LTD","SC688109","","","GRAHAM HILLS BUILDING C/O STRATHCLYDE UNIVERSITY INCUBATOR LTD,","50 RICHMOND STREET,","GLASGOW,","SCOTLAND","UNITED KINGDOM","G1 1XP","Private Limited Company","Active","United Kingdom","","04/02/2021","28","2","04/11/2022","","NO ACCOUNTS FILED","04/03/2022","","0","0","0","0","62012 - Business and domestic software development","72190 - Other research and experimental development on natural sciences and engineering","","","0","0","http://business.data.gov.uk/id/company/SC688109","","","","","","","","","","","","","","","","","","","","","14/04/2023","31/03/2022"
"&IFOOD LTD","12911325","","","319 LEY STREET","","ILFORD","","ENGLAND","IG1 4AA","Private Limited Company","Active","United Kingdom","","28/09/2020","30","9","30/06/2023","30/09/2021","DORMANT","26/10/2021","","0","0","0","0","56103 - Take-away food shops and mobile food stands","","","","0","0","http://business.data.gov.uk/id/company/12911325","18/01/2022","HAPPY VALLEY88 LTD","","","","","","","","","","","","","","","","","","","11/10/2022","27/09/2021"
"&INC LIMITED","11000005","","","30-34 NORTH STREET","","HAILSHAM","","ENGLAND","BN27 1DW","Private Limited Company","Active","United Kingdom","","06/10/2017","31","10","31/07/2022","31/10/2020","TOTAL EXEMPTION FULL","03/11/2018","","1","1","0","0","74100 - specialised design activities","","","","0","0","http://business.data.gov.uk/id/company/11000005","","","","","","","","","","","","","","","","","","","","","19/10/2022","05/10/2021"
"&IRMAOS LIMITED","13701762","","","15 WIGAN LANE","","WIGAN","GREATER MANCHESTER","ENGLAND","WN1 1XR","Private Limited Company","Active","United Kingdom","","25/10/2021","31","10","25/07/2023","","NO ACCOUNTS FILED","22/11/2022","","0","0","0","0","53202 - Unlicensed carrier","","","","0","0","http://business.data.gov.uk/id/company/13701762","","","","","","","","","","","","","","","","","","","","","07/11/2022",""
"&IS GENTS HAIR LTD","13718084","","","23A BROAD LANE","","HUDDERSFIELD","","ENGLAND","HD5 9BX","Private Limited Company","Active","United Kingdom","","02/11/2021","30","11","02/08/2023","","NO ACCOUNTS FILED","30/11/2022","","0","0","0","0","96020 - Hairdressing and other beauty treatment","","","","0","0","http://business.data.gov.uk/id/company/13718084","","","","","","","","","","","","","","","","","","","","","15/11/2022",""
"&JRMW LIMITED","08005331","","","3 ST. CLEMENTS AVENUE","","BLACKPOOL","LANCASHIRE","ENGLAND","FY3 8LT","Private Limited Company","Active","United Kingdom","","26/03/2012","28","2","30/11/2023","28/02/2022","MICRO ENTITY","23/04/2017","26/03/2016","0","0","0","0","96090 - Other service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/08005331","","","","","","","","","","","","","","","","","","","","","09/04/2023","26/03/2022"
"&KAREN HALL LTD","12804393","","","1168/1170 MELTON ROAD","SYSTON","LEICESTER","","UNITED KINGDOM","LE7 2HB","Private Limited Company","Active","United Kingdom","","11/08/2020","31","8","11/05/2022","","NO ACCOUNTS FILED","08/09/2021","","0","0","0","0","99999 - Dormant Company","","","","0","0","http://business.data.gov.uk/id/company/12804393","","","","","","","","","","","","","","","","","","","","","24/08/2022","10/08/2021"
"&LEARN LTD","13289924","","","44A CONNAUGHT ROAD CONNAUGHT ROAD","BROOKWOOD","WOKING","","ENGLAND","GU24 0HE","Private Limited Company","Active","United Kingdom","","24/03/2021","31","3","24/12/2022","","NO ACCOUNTS FILED","21/04/2022","","0","0","0","0","85600 - Educational support services","","","","0","0","http://business.data.gov.uk/id/company/13289924","","","","","","","","","","","","","","","","","","","","","06/04/2023","23/03/2022"
"&LIVING LTD","13782597","","","30 ABBOTSWOOD ROAD","","LONDON","","ENGLAND","SW16 1AP","Private Limited Company","Active","United Kingdom","","05/12/2021","31","12","05/09/2023","","NO ACCOUNTS FILED","02/01/2023","","0","0","0","0","87900 - Other residential care activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/13782597","","","","","","","","","","","","","","","","","","","","","18/12/2022",""
"&LKH LTD","11943499","","","1 SOUTH PARADE","","WESTON-SUPER-MARE","NORTH SOMERSET","UNITED KINGDOM","BS23 1JP","Private Limited Company","Active","United Kingdom","","12/04/2019","30","4","31/01/2023","30/04/2021","TOTAL EXEMPTION FULL","10/05/2020","","0","0","0","0","56302 - Public houses and bars","","","","0","0","http://business.data.gov.uk/id/company/11943499","","","","","","","","","","","","","","","","","","","","","25/04/2023","11/04/2022"
"&MATHER LTD","12498226","","","C/O TAXASSIST ACCOUNTANTS 89 TOWN STREET","HORSFORTH","LEEDS","","UNITED KINGDOM","LS18 5BP","Private Limited Company","Active","United Kingdom","","04/03/2020","31","3","31/12/2022","31/03/2021","MICRO ENTITY","01/04/2021","","0","0","0","0","70229 - Management consultancy activities other than financial management","","","","0","0","http://business.data.gov.uk/id/company/12498226","","","","","","","","","","","","","","","","","","","","","17/03/2023","03/03/2022"
"&ME LIMITED","12625805","","","UNIT 2 GREEN PARK","COAL ROAD","LEEDS","","ENGLAND","LS14 1FB","Private Limited Company","Active","United Kingdom","","27/05/2020","31","3","31/12/2022","31/03/2021","DORMANT","24/06/2021","","0","0","0","0","46450 - Wholesale of perfume and cosmetics","","","","0","0","http://business.data.gov.uk/id/company/12625805","","","","","","","","","","","","","","","","","","","","","09/06/2023","26/05/2022"
"&ME-ONLINE LIMITED","12875287","","","KINGSCOTT DIX CHELTENHAM LTD","MALVERN VIEW BUSINESS PARK","STELLA WAY, BISHOPS CLEEVE","","UNITED KINGDOM","GL52 7DQ","Private Limited Company","Active","United Kingdom","","13/09/2020","30","9","13/06/2022","","NO ACCOUNTS FILED","11/10/2021","","0","0","0","0","47710 - Retail sale of clothing in specialised stores","","","","0","0","http://business.data.gov.uk/id/company/12875287","","","","","","","","","","","","","","","","","","","","","26/09/2022","12/09/2021"
"&MEETINGS LIMITED","07398845","","","FINSGATE","5-7 CRANWOOD STREET","LONDON","","UNITED KINGDOM","EC1V 9EE","Private Limited Company","Active","United Kingdom","","06/10/2010","28","12","20/03/2022","31/12/2019","SMALL","03/11/2016","06/10/2015","2","2","0","0","82990 - Other business support service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/07398845","","","","","","","","","","","","","","","","","","","","","01/08/2022","18/07/2021"
"&MORE CREATIVE LIMITED","10701880","","","1 HALL PLACE COTTAGE","STOVOLDS HILL","CRANLEIGH","SURREY","ENGLAND","GU6 8LE","Private Limited Company","Active","United Kingdom","","31/03/2017","31","3","31/12/2022","31/03/2021","UNAUDITED ABRIDGED","28/04/2018","","0","0","0","0","74100 - specialised design activities","","","","0","0","http://business.data.gov.uk/id/company/10701880","","","","","","","","","","","","","","","","","","","","","08/02/2023","25/01/2022"
"&MORE DESIGN CONSULTANCY LTD.","SC693176","","","6 REDHEUGHS RIGG","","EDINBURGH","","SCOTLAND","EH12 9DQ","Private Limited Company","Active","United Kingdom","","23/03/2021","31","3","23/12/2022","","NO ACCOUNTS FILED","20/04/2022","","0","0","0","0","74100 - specialised design activities","","","","0","0","http://business.data.gov.uk/id/company/SC693176","02/07/2021","3 CIRCLES DC LTD","","","","","","","","","","","","","","","","","","","06/04/2023","23/03/2022"
"&MOVE AGENTS LTD","13204299","","","ST. MARYS LODGE","NEW WALK","BEVERLEY","","ENGLAND","HU17 7AD","Private Limited Company","Active","United Kingdom","","16/02/2021","28","2","16/11/2022","","NO ACCOUNTS FILED","16/03/2022","","0","0","0","0","68320 - Management of real estate on a fee or contract basis","","","","0","0","http://business.data.gov.uk/id/company/13204299","","","","","","","","","","","","","","","","","","","","","01/03/2023","15/02/2022"
"&OFFICES CANARY WHARF LIMITED","07881928","","","FINSGATE","5-7 CRANWOOD STREET","LONDON","","UNITED KINGDOM","EC1V 9EE","Private Limited Company","Active","United Kingdom","","14/12/2011","28","12","20/03/2022","31/12/2019","SMALL","11/01/2017","14/12/2015","2","2","0","0","68320 - Management of real estate on a fee or contract basis","","","","0","0","http://business.data.gov.uk/id/company/07881928","21/06/2016","HARBOUR EXCHANGE BUSINESS CENTRE LIMITED","","","","","","","","","","","","","","","","","","","14/11/2022","31/10/2021"
"&OFFICES EUSTON LIMITED","10119754","","","FINSGATE","5-7 CRANWOOD STREET","LONDON","","UNITED KINGDOM","EC1V 9EE","Private Limited Company","Voluntary Arrangement","United Kingdom","","12/04/2016","28","12","20/03/2022","31/12/2019","SMALL","10/05/2017","","2","2","0","0","68320 - Management of real estate on a fee or contract basis","","","","0","0","http://business.data.gov.uk/id/company/10119754","12/07/2016","BUSINESS ENVIRONMENT EUSTON LIMITED","30/04/2016","BUSINESS ENVIRONMENT (EUSTON) LIMITED","","","","","","","","","","","","","","","","","26/04/2023","12/04/2022"
"&OFFICES SW1 LIMITED","13447195","","","FINSGATE","5-7 CRANWOOD STREET","LONDON","","UNITED KINGDOM","EC1V 9EE","Private Limited Company","Active","United Kingdom","","09/06/2021","31","12","30/09/2022","","NO ACCOUNTS FILED","07/07/2022","","1","1","0","0","82990 - Other business support service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/13447195","","","","","","","","","","","","","","","","","","","","","22/06/2022",""
"&OFFICES VICTORIA LIMITED","05081019","","","C/O RESOLVE ADVISORY LIMITED","22 YORK BUILDINGS","JOHN ADAM STREET","","","WC2N 6JU","Private Limited Company","Liquidation","United Kingdom","","23/03/2004","28","12","20/03/2022","31/12/2019","SMALL","20/04/2017","23/03/2016","7","2","0","5","68209 - Other letting and operating of own or leased real estate","","","","0","0","http://business.data.gov.uk/id/company/05081019","13/05/2016","AVANTA VICTORIA STREET LIMITED","14/07/2004","STAIRFIELD LIMITED","","","","","","","","","","","","","","","","","14/11/2022","31/10/2021"
"&ORGANIC LTD","13373369","","","45-47 LOWER CLAPTON ROAD","","LONDON","","ENGLAND","E5 0NS","Private Limited Company","Active","United Kingdom","","04/05/2021","31","5","04/02/2023","","NO ACCOUNTS FILED","01/06/2022","","0","0","0","0","47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating","","","","0","0","http://business.data.gov.uk/id/company/13373369","","","","","","","","","","","","","","","","","","","","","25/05/2023","11/05/2022"
"&OSTEO FITNESS LTD","13830655","","","179 BROCKLEY ROAD","","LONDON","","UNITED KINGDOM","SE4 2RS","Private Limited Company","Active","United Kingdom","","05/01/2022","31","1","05/10/2023","","NO ACCOUNTS FILED","02/02/2023","","0","0","0","0","93130 - Fitness facilities","","","","0","0","http://business.data.gov.uk/id/company/13830655","","","","","","","","","","","","","","","","","","","","","18/01/2023",""
"&OSTEO THERAPIES LTD","13830660","","","179 BROCKLEY ROAD","","LONDON","","UNITED KINGDOM","SE4 2RS","Private Limited Company","Active","United Kingdom","","05/01/2022","31","1","05/10/2023","","NO ACCOUNTS FILED","02/02/2023","","0","0","0","0","86900 - Other human health activities","","","","0","0","http://business.data.gov.uk/id/company/13830660","","","","","","","","","","","","","","","","","","","","","18/01/2023",""
"&OTHR-WAY LIMITED","12037942","","","17 VICTORIA ROAD EAST","","THORNTON CLEVELEYS","LANCASHIRE","UNITED KINGDOM","FY5 5HT","Private Limited Company","Active","United Kingdom","","07/06/2019","30","6","31/03/2023","30/06/2021","MICRO ENTITY","05/07/2020","","0","0","0","0","35110 - Production of electricity","","","","0","0","http://business.data.gov.uk/id/company/12037942","","","","","","","","","","","","","","","","","","","","","21/06/2022","07/06/2021"
"&PARTNERS IT LTD","09735329","","","A AND L, SUITE 1-3 HOP EXCHANGE,","24 SOUTHWARK STREET,","LONDON,","","ENGLAND","SE1 1TY","Private Limited Company","Active","United Kingdom","","17/08/2015","31","3","31/12/2022","31/03/2021","TOTAL EXEMPTION FULL","14/09/2016","","0","0","0","0","62090 - Other information technology service activities","","","","0","0","http://business.data.gov.uk/id/company/09735329","17/06/2020","BRIGHT NINE LTD","27/09/2017","BRIGHT PM LIMITED","","","","","","","","","","","","","","","","","30/08/2022","16/08/2021"
"&PASSEN LTD","10223819","","","84 CHINGFORD AVENUE","CHINGFORD","LONDON","","UNITED KINGDOM","E4 6RP","Private Limited Company","Active","United Kingdom","","09/06/2016","30","6","31/03/2023","30/06/2021","MICRO ENTITY","07/07/2017","","0","0","0","0","62020 - Information technology consultancy activities","","","","0","0","http://business.data.gov.uk/id/company/10223819","","","","","","","","","","","","","","","","","","","","","22/06/2022","08/06/2021"
"&PESTANA LIMITED","13453866","","","15 WIGAN LANE","","WIGAN","GREATER MANCHESTER","ENGLAND","WN1 1XR","Private Limited Company","Active","United Kingdom","","14/06/2021","30","6","14/03/2023","","NO ACCOUNTS FILED","12/07/2022","","0","0","0","0","53202 - Unlicensed carrier","","","","0","0","http://business.data.gov.uk/id/company/13453866","","","","","","","","","","","","","","","","","","","","","27/06/2022",""
"&PIANO","CE019627","","","","","","","","","Charitable Incorporated Organisation","Active","United Kingdom","","18/11/2019","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/CE019627","","","","","","","","","","","","","","","","","","","","","",""
"&POCA LTD","12539414","","","71-75 SHELTON STREET","COVENT GARDEN","LONDON","","ENGLAND","WC2H 9JQ","Private Limited Company","Active","United Kingdom","","30/03/2020","31","3","31/12/2022","31/03/2021","TOTAL EXEMPTION FULL","27/04/2021","","0","0","0","0","47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating","","","","0","0","http://business.data.gov.uk/id/company/12539414","","","","","","","","","","","","","","","","","","","","","12/04/2023","29/03/2022"
"&SCAPE LTD","12628925","","","57 SOUTHEND ROAD","","GRAYS","","UNITED KINGDOM","RM17 5NL","Private Limited Company","Active","United Kingdom","","28/05/2020","31","3","31/12/2022","31/03/2021","MICRO ENTITY","25/06/2021","","0","0","0","0","71112 - Urban planning and landscape architectural activities","81300 - Landscape service activities","","","0","0","http://business.data.gov.uk/id/company/12628925","","","","","","","","","","","","","","","","","","","","","06/11/2022","23/10/2021"
"&SEVEN PRODUCTION LIMITED","13814503","","","C/O INTOUCH ACCOUNTING EVERDENE HOUSE","DEANSLEIGH ROAD","BOURNEMOUTH","","UNITED KINGDOM","BH7 7DU","Private Limited Company","Active","United Kingdom","","22/12/2021","31","12","22/09/2023","","NO ACCOUNTS FILED","19/01/2023","","0","0","0","0","60200 - Television programming and broadcasting activities","","","","0","0","http://business.data.gov.uk/id/company/13814503","","","","","","","","","","","","","","","","","","","","","04/01/2023",""
"&SISTERS LTD","10510951","","","ZEETA HOUSE","200 UPPER RICHMOND ROAD","PUTNEY","LONDON","","SW15 2SH","Private Limited Company","Active","United Kingdom","","05/12/2016","31","12","30/09/2022","31/12/2020","TOTAL EXEMPTION FULL","02/01/2018","","0","0","0","0","17220 - Manufacture of household and sanitary goods and of toilet requisites","47749 - Retail sale of medical and orthopaedic goods in specialised stores (not incl. hearing aids) n.e.c.","47750 - Retail sale of cosmetic and toilet articles in specialised stores","47910 - Retail sale via mail order houses or via Internet","0","0","http://business.data.gov.uk/id/company/10510951","","","","","","","","","","","","","","","","","","","","","14/01/2023","31/12/2021"
